year,race,sex,age_group,population
2019,Brown,Female,15-19,3607527
2019,Brown,Female,20-24,3734614
2019,Brown,Female,25-29,3717942
2019,Brown,Female,30-34,3623523
2019,Brown,Female,35-39,3589618
2019,Brown,Female,40-44,3424654
2019,Brown,Female,45-49,2922345
2019,Brown,Female,50-54,2582951
2019,Brown,Female,55-59,2253698
2019,Brown,Female,60-64,1835100
2019,Brown,Female,65-69,1394399
2019,Brown,Female,70-74,1012842
2019,Brown,Female,75-79,652496
2019,Brown,Female,80+,770902
2019,Yellow,Male,0-4,20208
2019,Yellow,Male,5-9,24289
2019,Yellow,Male,10-14,26171
2019,Yellow,Male,15-19,28088
2019,Yellow,Male,20-24,31694
2019,Yellow,Male,25-29,33056
2019,Yellow,Male,30-34,34459
2019,Yellow,Male,35-39,35972
2019,Yellow,Male,40-44,37026
2019,Yellow,Male,45-49,32157
2019,Yellow,Male,50-54,30148
2019,Yellow,Male,55-59,28719
2019,Yellow,Male,60-64,26952
2019,Yellow,Male,65-69,25084
2019,Yellow,Male,70-74,22715
2019,Yellow,Male,75-79,16369
2019,Yellow,Male,80+,18863
2019,Yellow,Female,0-4,19286
2019,Yellow,Female,5-9,23073
2019,Yellow,Female,10-14,26104
2019,Yellow,Female,15-19,30892
2019,Yellow,Female,20-24,36828
2019,Yellow,Female,25-29,38244
2019,Yellow,Female,30-34,39103
2019,Yellow,Female,35-39,40854
2019,Yellow,Female,40-44,41667
2019,Yellow,Female,45-49,36648
2019,Yellow,Female,50-54,33722
2019,Yellow,Female,55-59,32826
2019,Yellow,Female,60-64,30842
2019,Yellow,Female,65-69,28843
2019,Yellow,Female,70-74,26529
2019,Yellow,Female,75-79,20145
2019,Yellow,Female,80+,26927
2019,Indigenous,Male,0-4,64047
2019,Indigenous,Male,5-9,62764
2019,Indigenous,Male,10-14,59066
2019,Indigenous,Male,15-19,55140
2019,Indigenous,Male,20-24,49655
2019,Indigenous,Male,25-29,42235
2019,Indigenous,Male,30-34,36525
2019,Indigenous,Male,35-39,33500
2019,Indigenous,Male,40-44,29642
2019,Indigenous,Male,45-49,24846
2019,Indigenous,Male,50-54,20528
2019,Indigenous,Male,55-59,17166
2019,Indigenous,Male,60-64,14132
2019,Indigenous,Male,65-69,10757
2019,Indigenous,Male,70-74,7884
2019,Indigenous,Male,75-79,5107
2019,Indigenous,Male,80+,6330
2019,Indigenous,Female,0-4,62141
2019,Indigenous,Female,5-9,60132
2019,Indigenous,Female,10-14,56890
2019,Indigenous,Female,15-19,53404
2019,Indigenous,Female,20-24,48895
2019,Indigenous,Female,25-29,42476
2019,Indigenous,Female,30-34,37130
2019,Indigenous,Female,35-39,33861
2019,Indigenous,Female,40-44,29712
2019,Indigenous,Female,45-49,24868
2019,Indigenous,Female,50-54,21024
2019,Indigenous,Female,55-59,18578
2019,Indigenous,Female,60-64,15504
2019,Indigenous,Female,65-69,12374
2019,Indigenous,Female,70-74,9158
2019,Indigenous,Female,75-79,6506
2019,Indigenous,Female,80+,9055
2020,White,Male,0-4,2999690
2020,White,Male,5-9,2973218
2020,White,Male,10-14,2870996
2020,White,Male,15-19,2914937
2020,White,Male,20-24,3113070
2020,White,Male,25-29,3125199
2020,White,Male,30-34,3123005
2020,White,Male,35-39,3162633
2020,White,Male,40-44,3169241
2020,White,Male,45-49,2738488
2020,White,Male,50-54,2581986
2020,White,Male,55-59,2410866
2020,White,Male,60-64,2089772
2020,White,Male,65-69,1655423
2020,White,Male,70-74,1250014
2020,White,Male,75-79,819335
2020,White,Male,80+,882546
2020,White,Female,0-4,2916070
2020,White,Female,5-9,2878920
2020,White,Female,10-14,2791254
2020,White,Female,15-19,2939466
2020,White,Female,20-24,3208302
2020,White,Female,25-29,3308045
2020,White,Female,30-34,3390343
2020,White,Female,35-39,3527598
2020,White,Female,40-44,3566127
2020,White,Female,45-49,3139465
2020,White,Female,50-54,2976129
2020,White,Female,55-59,2833322
2020,White,Female,60-64,2501111
2020,White,Female,65-69,2052095
2020,White,Female,70-74,1625672
2020,White,Female,75-79,1153919
2020,White,Female,80+,1550944
2020,Black,Male,0-4,394313
2020,Black,Male,5-9,510691
2020,Black,Male,10-14,583012
2020,Black,Male,15-19,725171
2020,Black,Male,20-24,873317
2020,Black,Male,25-29,899821
2020,Black,Male,30-34,874441
2020,Black,Male,35-39,888656
2020,Black,Male,40-44,881210
2020,Black,Male,45-49,740748
2020,Black,Male,50-54,653785
2020,Black,Male,55-59,545861
2020,Black,Male,60-64,443240
2020,Black,Male,65-69,327581
2020,Black,Male,70-74,230876
2020,Black,Male,75-79,141663
2020,Black,Male,80+,148558
2020,Black,Female,0-4,374633
2020,Black,Female,5-9,478626
2020,Black,Female,10-14,526703
2020,Black,Female,15-19,645709
2020,Black,Female,20-24,780918
2020,Black,Female,25-29,811324
2020,Black,Female,30-34,792425
2020,Black,Female,35-39,818070
2020,Black,Female,40-44,806484
2020,Black,Female,45-49,692415
2020,Black,Female,50-54,629852
2020,Black,Female,55-59,557769
2020,Black,Female,60-64,477780
2020,Black,Female,65-69,372396
2020,Black,Female,70-74,275743
2020,Black,Female,75-79,178022
2020,Black,Female,80+,218983
2020,Brown,Male,0-4,3043705
2020,Brown,Male,5-9,3508549
2020,Brown,Male,10-14,3690087
2020,Brown,Male,15-19,3756948
2020,Brown,Male,20-24,3796136
2020,Brown,Male,25-29,3615698
2020,Brown,Male,30-34,3459398
2020,Brown,Male,35-39,3481123
2020,Brown,Male,40-44,3361945
2020,Brown,Male,45-49,2824589
2020,Brown,Male,50-54,2482478
2020,Brown,Male,55-59,2105650
2020,Brown,Male,60-64,1704731
2020,Brown,Male,65-69,1277491
2020,Brown,Male,70-74,902394
2020,Brown,Male,75-79,554648
2020,Brown,Male,80+,568612
2020,Brown,Female,0-4,2927589
2020,Brown,Female,5-9,3363485
2020,Brown,Female,10-14,3520658
2020,Brown,Female,15-19,3570280
2020,Brown,Female,20-24,3727716
2020,Brown,Female,25-29,3723394
2020,Brown,Female,30-34,3650352
2020,Brown,Female,35-39,3666521
2020,Brown,Female,40-44,3516997
2020,Brown,Female,45-49,2992690
2020,Brown,Female,50-54,2659741
2020,Brown,Female,55-59,2342236
2020,Brown,Female,60-64,1920275
2020,Brown,Female,65-69,1464001
2020,Brown,Female,70-74,1058667
2020,Brown,Female,75-79,680589
2020,Brown,Female,80+,806234
2020,Yellow,Male,0-4,17727
2020,Yellow,Male,5-9,21512
2020,Yellow,Male,10-14,23112
2020,Yellow,Male,15-19,25089
2020,Yellow,Male,20-24,28473
2020,Yellow,Male,25-29,29719
2020,Yellow,Male,30-34,31592
2020,Yellow,Male,35-39,33907
2020,Yellow,Male,40-44,35384
2020,Yellow,Male,45-49,30487
2020,Yellow,Male,50-54,28845
2020,Yellow,Male,55-59,27564
2020,Yellow,Male,60-64,26001
2020,Yellow,Male,65-69,24710
2020,Yellow,Male,70-74,22638
2020,Yellow,Male,75-79,16643
2020,Yellow,Male,80+,19405
2020,Yellow,Female,0-4,16960
2020,Yellow,Female,5-9,20419
2020,Yellow,Female,10-14,22919
2020,Yellow,Female,15-19,27338
2020,Yellow,Female,20-24,32751
2020,Yellow,Female,25-29,34040
2020,Yellow,Female,30-34,35464
2020,Yellow,Female,35-39,38182
2020,Yellow,Female,40-44,39453
2020,Yellow,Female,45-49,34575
2020,Yellow,Female,50-54,32042
2020,Yellow,Female,55-59,31473
2020,Yellow,Female,60-64,29770
2020,Yellow,Female,65-69,28374
2020,Yellow,Female,70-74,26609
2020,Yellow,Female,75-79,20492
2020,Yellow,Female,80+,27684
2020,Indigenous,Male,0-4,66082
2020,Indigenous,Male,5-9,64688
2020,Indigenous,Male,10-14,60904
2020,Indigenous,Male,15-19,57379
2020,Indigenous,Male,20-24,51644
2020,Indigenous,Male,25-29,43766
2020,Indigenous,Male,30-34,37897
2020,Indigenous,Male,35-39,34995
2020,Indigenous,Male,40-44,31089
2020,Indigenous,Male,45-49,25994
2020,Indigenous,Male,50-54,21524
2020,Indigenous,Male,55-59,17981
2020,Indigenous,Male,60-64,14815
2020,Indigenous,Male,65-69,11253
2020,Indigenous,Male,70-74,8208
2020,Indigenous,Male,75-79,5298
2020,Indigenous,Male,80+,6605
2020,Indigenous,Female,0-4,64072
2020,Indigenous,Female,5-9,61908
2020,Indigenous,Female,10-14,58604
2020,Indigenous,Female,15-19,55527
2020,Indigenous,Female,20-24,50992
2020,Indigenous,Female,25-29,44150
2020,Indigenous,Female,30-34,38635
2020,Indigenous,Female,35-39,35538
2020,Indigenous,Female,40-44,31289
2020,Indigenous,Female,45-49,26035
2020,Indigenous,Female,50-54,22037
2020,Indigenous,Female,55-59,19467
2020,Indigenous,Female,60-64,16250
2020,Indigenous,Female,65-69,12927
2020,Indigenous,Female,70-74,9554
2020,Indigenous,Female,75-79,6834
2020,Indigenous,Female,80+,9479
2021,White,Male,0-4,2967628
2021,White,Male,5-9,2946017
2021,White,Male,10-14,2807847
2021,White,Male,15-19,2854705
2021,White,Male,20-24,3052709
2021,White,Male,25-29,3063215
2021,White,Male,30-34,3088311
2021,White,Male,35-39,3168414
2021,White,Male,40-44,3188144
2021,White,Male,45-49,2730199
2021,White,Male,50-54,2595035
2021,White,Male,55-59,2452596
2021,White,Male,60-64,2145776
2021,White,Male,65-69,1713523
2021,White,Male,70-74,1292374
2021,White,Male,75-79,844668
2021,White,Male,80+,912524
2021,White,Female,0-4,2881494
2021,White,Female,5-9,2846531
2021,White,Female,10-14,2725776
2021,White,Female,15-19,2876049
2021,White,Female,20-24,3144598
2021,White,Female,25-29,3243106
2021,White,Female,30-34,3354869
2021,White,Female,35-39,3538625
2021,White,Female,40-44,3592541
2021,White,Female,45-49,3137165
2021,White,Female,50-54,2997424
2021,White,Female,55-59,2889366
2021,White,Female,60-64,2573405
2021,White,Female,65-69,2127303
2021,White,Female,70-74,1679725
2021,White,Female,75-79,1186427
2021,White,Female,80+,1603779
2021,Black,Male,0-4,401647
2021,Black,Male,5-9,517095
2021,Black,Male,10-14,582091
2021,Black,Male,15-19,733177
2021,Black,Male,20-24,891538
2021,Black,Male,25-29,917201
2021,Black,Male,30-34,893769
2021,Black,Male,35-39,922871
2021,Black,Male,40-44,921555
2021,Black,Male,45-49,772247
2021,Black,Male,50-54,684282
2021,Black,Male,55-59,575386
2021,Black,Male,60-64,470481
2021,Black,Male,65-69,348778
2021,Black,Male,70-74,245110
2021,Black,Male,75-79,150148
2021,Black,Male,80+,157708
2021,Black,Female,0-4,383266
2021,Black,Female,5-9,487369
2021,Black,Female,10-14,527105
2021,Black,Female,15-19,653289
2021,Black,Female,20-24,797725
2021,Black,Female,25-29,828656
2021,Black,Female,30-34,812708
2021,Black,Female,35-39,853960
2021,Black,Female,40-44,845652
2021,Black,Female,45-49,722132
2021,Black,Female,50-54,657840
2021,Black,Female,55-59,587465
2021,Black,Female,60-64,507327
2021,Black,Female,65-69,397187
2021,Black,Female,70-74,292764
2021,Black,Female,75-79,188112
2021,Black,Female,80+,232234
2021,Brown,Male,0-4,3036629
2021,Brown,Male,5-9,3494120
2021,Brown,Male,10-14,3634363
2021,Brown,Male,15-19,3725983
2021,Brown,Male,20-24,3788380
2021,Brown,Male,25-29,3615090
2021,Brown,Male,30-34,3478556
2021,Brown,Male,35-39,3550928
2021,Brown,Male,40-44,3449705
2021,Brown,Male,45-49,2892925
2021,Brown,Male,50-54,2558641
2021,Brown,Male,55-59,2186395
2021,Brown,Male,60-64,1780908
2021,Brown,Male,65-69,1339592
2021,Brown,Male,70-74,943194
2021,Brown,Male,75-79,578854
2021,Brown,Male,80+,593359
2021,Brown,Female,0-4,2923541
2021,Brown,Female,5-9,3352886
2021,Brown,Female,10-14,3465055
2021,Brown,Female,15-19,3534498
2021,Brown,Female,20-24,3722317
2021,Brown,Female,25-29,3730507
2021,Brown,Female,30-34,3678849
2021,Brown,Female,35-39,3746378
2021,Brown,Female,40-44,3612792
2021,Brown,Female,45-49,3065563
2021,Brown,Female,50-54,2739585
2021,Brown,Female,55-59,2434949
2021,Brown,Female,60-64,2010062
2021,Brown,Female,65-69,1537916
2021,Brown,Female,70-74,1107121
2021,Brown,Female,75-79,710287
2021,Brown,Female,80+,843583
2021,Yellow,Male,0-4,15436
2021,Yellow,Male,5-9,18916
2021,Yellow,Male,10-14,20235
2021,Yellow,Male,15-19,22317
2021,Yellow,Male,20-24,25465
2021,Yellow,Male,25-29,26636
2021,Yellow,Male,30-34,28953
2021,Yellow,Male,35-39,32092
2021,Yellow,Male,40-44,33977
2021,Yellow,Male,45-49,29009
2021,Yellow,Male,50-54,27692
2021,Yellow,Male,55-59,26636
2021,Yellow,Male,60-64,25229
2021,Yellow,Male,65-69,24462
2021,Yellow,Male,70-74,22770
2021,Yellow,Male,75-79,17106
2021,Yellow,Male,80+,20145
2021,Yellow,Female,0-4,14776
2021,Yellow,Female,5-9,17887
2021,Yellow,Female,10-14,19889
2021,Yellow,Female,15-19,24080
2021,Yellow,Female,20-24,28977
2021,Yellow,Female,25-29,30182
2021,Yellow,Female,30-34,32201
2021,Yellow,Female,35-39,35777
2021,Yellow,Female,40-44,37581
2021,Yellow,Female,45-49,32787
2021,Yellow,Female,50-54,30647
2021,Yellow,Female,55-59,30351
2021,Yellow,Female,60-64,28877
2021,Yellow,Female,65-69,28079
2021,Yellow,Female,70-74,26886
2021,Yellow,Female,75-79,21008
2021,Yellow,Female,80+,28693
2021,Indigenous,Male,0-4,68367
2021,Indigenous,Male,5-9,66935
2021,Indigenous,Male,10-14,63049
2021,Indigenous,Male,15-19,59920
2021,Indigenous,Male,20-24,54015
2021,Indigenous,Male,25-29,45576
2021,Indigenous,Male,30-34,39562
2021,Indigenous,Male,35-39,36798
2021,Indigenous,Male,40-44,32837
2021,Indigenous,Male,45-49,27450
2021,Indigenous,Male,50-54,22788
2021,Indigenous,Male,55-59,19071
2021,Indigenous,Male,60-64,15786
2021,Indigenous,Male,65-69,11950
2021,Indigenous,Male,70-74,8662
2021,Indigenous,Male,75-79,5607
2021,Indigenous,Male,80+,7008
2021,Indigenous,Female,0-4,66271
2021,Indigenous,Female,5-9,63967
2021,Indigenous,Female,10-14,60666
2021,Indigenous,Female,15-19,57973
2021,Indigenous,Female,20-24,53507
2021,Indigenous,Female,25-29,46166
2021,Indigenous,Female,30-34,40444
2021,Indigenous,Female,35-39,37538
2021,Indigenous,Female,40-44,33188
2021,Indigenous,Female,45-49,27509
2021,Indigenous,Female,50-54,23393
2021,Indigenous,Female,55-59,20646
2021,Indigenous,Female,60-64,17238
2021,Indigenous,Female,65-69,13696
2021,Indigenous,Female,70-74,10121
2021,Indigenous,Female,75-79,7288
2021,Indigenous,Female,80+,10051
2022,White,Male,0-4,2936502
2022,White,Male,5-9,2919649
2022,White,Male,10-14,2746653
2022,White,Male,15-19,2796168
2022,White,Male,20-24,2993920
2022,White,Male,25-29,3002922
2022,White,Male,30-34,3054685
2022,White,Male,35-39,3174793
2022,White,Male,40-44,3207717
2022,White,Male,45-49,2722514
2022,White,Male,50-54,2608728
2022,White,Male,55-59,2495474
2022,White,Male,60-64,2203643
2022,White,Male,65-69,1774006
2022,White,Male,70-74,1336551
2022,White,Male,75-79,870913
2022,White,Male,80+,943728
2022,White,Female,0-4,2847942
2022,White,Female,5-9,2815155
2022,White,Female,10-14,2662301
2022,White,Female,15-19,2814407
2022,White,Female,20-24,3082684
2022,White,Female,25-29,3180029
2022,White,Female,30-34,3320342
2022,White,Female,35-39,3550306
2022,White,Female,40-44,3619746
2022,White,Female,45-49,3135533
2022,White,Female,50-54,3019482
2022,White,Female,55-59,2947033
2022,White,Female,60-64,2648222
2022,White,Female,65-69,2205720
2022,White,Female,70-74,1735928
2022,White,Female,75-79,1220095
2022,White,Female,80+,1658630
2022,Black,Male,0-4,409443
2022,Black,Male,5-9,523883
2022,Black,Male,10-14,581729
2022,Black,Male,15-19,741701
2022,Black,Male,20-24,910533
2022,Black,Male,25-29,935525
2022,Black,Male,30-34,914062
2022,Black,Male,35-39,958928
2022,Black,Male,40-44,964121
2022,Black,Male,45-49,805526
2022,Black,Male,50-54,716473
2022,Black,Male,55-59,606760
2022,Black,Male,60-64,499513
2022,Black,Male,65-69,371432
2022,Black,Male,70-74,260218
2022,Black,Male,75-79,159000
2022,Black,Male,80+,167173
2022,Black,Female,0-4,392331
2022,Black,Female,5-9,496750
2022,Black,Female,10-14,527802
2022,Black,Female,15-19,661358
2022,Black,Female,20-24,815267
2022,Black,Female,25-29,846769
2022,Black,Female,30-34,833882
2022,Black,Female,35-39,891759
2022,Black,Female,40-44,887038
2022,Black,Female,45-49,753421
2022,Black,Female,50-54,687328
2022,Black,Female,55-59,618870
2022,Black,Female,60-64,538793
2022,Black,Female,65-69,423586
2022,Black,Female,70-74,310853
2022,Black,Female,75-79,198500
2022,Black,Female,80+,246131
2022,Brown,Male,0-4,3030829
2022,Brown,Male,5-9,3481113
2022,Brown,Male,10-14,3580594
2022,Brown,Male,15-19,3696331
2022,Brown,Male,20-24,3782184
2022,Brown,Male,25-29,3616257
2022,Brown,Male,30-34,3499441
2022,Brown,Male,35-39,3623453
2022,Brown,Male,40-44,3540880
2022,Brown,Male,45-49,2963694
2022,Brown,Male,50-54,2637776
2022,Brown,Male,55-59,2270741
2022,Brown,Male,60-64,1860962
2022,Brown,Male,65-69,1405388
2022,Brown,Male,70-74,986251
2022,Brown,Male,75-79,604296
2022,Brown,Male,80+,619387
2022,Brown,Female,0-4,2920727
2022,Brown,Female,5-9,3343711
2022,Brown,Female,10-14,3411297
2022,Brown,Female,15-19,3500052
2022,Brown,Female,20-24,3718429
2022,Brown,Female,25-29,3739444
2022,Brown,Female,30-34,3709084
2022,Brown,Female,35-39,3829243
2022,Brown,Female,40-44,3712348
2022,Brown,Female,45-49,3141104
2022,Brown,Female,50-54,2822603
2022,Brown,Female,55-59,2532029
2022,Brown,Female,60-64,2104804
2022,Brown,Female,65-69,1616199
2022,Brown,Female,70-74,1158231
2022,Brown,Female,75-79,741534
2022,Brown,Female,80+,882870
2022,Yellow,Male,0-4,13847
2022,Yellow,Male,5-9,17081
2022,Yellow,Male,10-14,18147
2022,Yellow,Male,15-19,20333
2022,Yellow,Male,20-24,23298
2022,Yellow,Male,25-29,24400
2022,Yellow,Male,30-34,27094
2022,Yellow,Male,35-39,30934
2022,Yellow,Male,40-44,33179
2022,Yellow,Male,45-49,28133
2022,Yellow,Male,50-54,27051
2022,Yellow,Male,55-59,26122
2022,Yellow,Male,60-64,24862
2022,Yellow,Male,65-69,24527
2022,Yellow,Male,70-74,23145
2022,Yellow,Male,75-79,17676
2022,Yellow,Male,80+,21028
2022,Yellow,Female,0-4,13301
2022,Yellow,Female,5-9,16110
2022,Yellow,Female,10-14,17718
2022,Yellow,Female,15-19,21733
2022,Yellow,Female,20-24,26242
2022,Yellow,Female,25-29,27285
2022,Yellow,Female,30-34,29781
2022,Yellow,Female,35-39,34139
2022,Yellow,Female,40-44,36396
2022,Yellow,Female,45-49,31627
2022,Yellow,Female,50-54,29768
2022,Yellow,Female,55-59,29653
2022,Yellow,Female,60-64,28358
2022,Yellow,Female,65-69,28140
2022,Yellow,Female,70-74,27423
2022,Yellow,Female,75-79,21710
2022,Yellow,Female,80+,29889
2022,Indigenous,Male,0-4,70783
2022,Indigenous,Male,5-9,69275
2022,Indigenous,Male,10-14,65344
2022,Indigenous,Male,15-19,62651
2022,Indigenous,Male,20-24,56496
2022,Indigenous,Male,25-29,47479
2022,Indigenous,Male,30-34,41268
2022,Indigenous,Male,35-39,38625
2022,Indigenous,Male,40-44,34616
2022,Indigenous,Male,45-49,28873
2022,Indigenous,Male,50-54,24057
2022,Indigenous,Male,55-59,20117
2022,Indigenous,Male,60-64,16648
2022,Indigenous,Male,65-69,12570
2022,Indigenous,Male,70-74,9084
2022,Indigenous,Male,75-79,5844
2022,Indigenous,Male,80+,7338
2022,Indigenous,Female,0-4,68596
2022,Indigenous,Female,5-9,66165
2022,Indigenous,Female,10-14,62845
2022,Indigenous,Female,15-19,60585
2022,Indigenous,Female,20-24,56125
2022,Indigenous,Female,25-29,48283
2022,Indigenous,Female,30-34,42326
2022,Indigenous,Female,35-39,39600
2022,Indigenous,Female,40-44,35180
2022,Indigenous,Female,45-49,28980
2022,Indigenous,Female,50-54,24707
2022,Indigenous,Female,55-59,21795
2022,Indigenous,Female,60-64,18153
2022,Indigenous,Female,65-69,14376
2022,Indigenous,Female,70-74,10602
2022,Indigenous,Female,75-79,7684
2022,Indigenous,Female,80+,10572
2023,White,Male,0-4,2906247
2023,White,Male,5-9,2894019
2023,White,Male,10-14,2687173
2023,White,Male,15-19,2739211
2023,White,Male,20-24,2936666
2023,White,Male,25-29,2944336
2023,White,Male,30-34,3021991
2023,White,Male,35-39,3181748
2023,White,Male,40-44,3227949
2023,White,Male,45-49,2715350
2023,White,Male,50-54,2622944
2023,White,Male,55-59,2539439
2023,White,Male,60-64,2263407
2023,White,Male,65-69,1836949
2023,White,Male,70-74,1382550
2023,White,Male,75-79,898227
2023,White,Male,80+,976243
2023,White,Female,0-4,2815265
2023,White,Female,5-9,2784670
2023,White,Female,10-14,2600720
2023,White,Female,15-19,2754451
2023,White,Female,20-24,3022393
2023,White,Female,25-29,3118727
2023,White,Female,30-34,3286808
2023,White,Female,35-39,3562639
2023,White,Female,40-44,3647764
2023,White,Female,45-49,3134468
2023,White,Female,50-54,3042245
2023,White,Female,55-59,3006370
2023,White,Female,60-64,2725694
2023,White,Female,65-69,2287492
2023,White,Female,70-74,1794376
2023,White,Female,75-79,1254994
2023,White,Female,80+,1715690
2023,Black,Male,0-4,417680
2023,Black,Male,5-9,531167
2023,Black,Male,10-14,581723
2023,Black,Male,15-19,750780
2023,Black,Male,20-24,930432
2023,Black,Male,25-29,954700
2023,Black,Male,30-34,935372
2023,Black,Male,35-39,996898
2023,Black,Male,40-44,1009125
2023,Black,Male,45-49,840647
2023,Black,Male,50-54,750588
2023,Black,Male,55-59,640188
2023,Black,Male,60-64,530590
2023,Black,Male,65-69,395753
2023,Black,Male,70-74,276437
2023,Black,Male,75-79,168452
2023,Black,Male,80+,177347
2023,Black,Female,0-4,401912
2023,Black,Female,5-9,506639
2023,Black,Female,10-14,528888
2023,Black,Female,15-19,669914
2023,Black,Female,20-24,833647
2023,Black,Female,25-29,865775
2023,Black,Female,30-34,856097
2023,Black,Female,35-39,931727
2023,Black,Female,40-44,930952
2023,Black,Female,45-49,786526
2023,Black,Female,50-54,718527
2023,Black,Female,55-59,652281
2023,Black,Female,60-64,572471
2023,Black,Female,65-69,451981
2023,Black,Female,70-74,330197
2023,Black,Female,75-79,209586
2023,Black,Female,80+,260977
2023,Brown,Male,0-4,3026215
2023,Brown,Male,5-9,3469484
2023,Brown,Male,10-14,3528628
2023,Brown,Male,15-19,3667893
2023,Brown,Male,20-24,3777419
2023,Brown,Male,25-29,3619184
2023,Brown,Male,30-34,3521998
2023,Brown,Male,35-39,3698714
2023,Brown,Male,40-44,3635476
2023,Brown,Male,45-49,3037020
2023,Brown,Male,50-54,2720094
2023,Brown,Male,55-59,2358894
2023,Brown,Male,60-64,1945237
2023,Brown,Male,65-69,1475081
2023,Brown,Male,70-74,1031707
2023,Brown,Male,75-79,631157
2023,Brown,Male,80+,646869
2023,Brown,Female,0-4,2919154
2023,Brown,Female,5-9,3335838
2023,Brown,Female,10-14,3359326
2023,Brown,Female,15-19,3466931
2023,Brown,Female,20-24,3715985
2023,Brown,Female,25-29,3750104
2023,Brown,Female,30-34,3741079
2023,Brown,Female,35-39,3915240
2023,Brown,Female,40-44,3815673
2023,Brown,Female,45-49,3219355
2023,Brown,Female,50-54,2908908
2023,Brown,Female,55-59,2633661
2023,Brown,Female,60-64,2204828
2023,Brown,Female,65-69,1699245
2023,Brown,Female,70-74,1212236
2023,Brown,Female,75-79,774458
2023,Brown,Female,80+,924342
2023,Yellow,Male,0-4,13158
2023,Yellow,Male,5-9,16311
2023,Yellow,Male,10-14,17282
2023,Yellow,Male,15-19,19418
2023,Yellow,Male,20-24,22115
2023,Yellow,Male,25-29,23075
2023,Yellow,Male,30-34,25967
2023,Yellow,Male,35-39,30317
2023,Yellow,Male,40-44,32887
2023,Yellow,Male,45-49,27669
2023,Yellow,Male,50-54,26733
2023,Yellow,Male,55-59,25845
2023,Yellow,Male,60-64,24674
2023,Yellow,Male,65-69,24722
2023,Yellow,Male,70-74,23616
2023,Yellow,Male,75-79,18324
2023,Yellow,Male,80+,22016
2023,Yellow,Female,0-4,12675
2023,Yellow,Female,5-9,15413
2023,Yellow,Female,10-14,16790
2023,Yellow,Female,15-19,20546
2023,Yellow,Female,20-24,24605
2023,Yellow,Female,25-29,25489
2023,Yellow,Female,30-34,28231
2023,Yellow,Female,35-39,33130
2023,Yellow,Female,40-44,35736
2023,Yellow,Female,45-49,30927
2023,Yellow,Female,50-54,29225
2023,Yellow,Female,55-59,29251
2023,Yellow,Female,60-64,28075
2023,Yellow,Female,65-69,28361
2023,Yellow,Female,70-74,28111
2023,Yellow,Female,75-79,22515
2023,Yellow,Female,80+,31235
2023,Indigenous,Male,0-4,73396
2023,Indigenous,Male,5-9,71808
2023,Indigenous,Male,10-14,67859
2023,Indigenous,Male,15-19,65624
2023,Indigenous,Male,20-24,59185
2023,Indigenous,Male,25-29,49545
2023,Indigenous,Male,30-34,43129
2023,Indigenous,Male,35-39,40619
2023,Indigenous,Male,40-44,36557
2023,Indigenous,Male,45-49,30412
2023,Indigenous,Male,50-54,25445
2023,Indigenous,Male,55-59,21266
2023,Indigenous,Male,60-64,17582
2023,Indigenous,Male,65-69,13245
2023,Indigenous,Male,70-74,9526
2023,Indigenous,Male,75-79,6096
2023,Indigenous,Male,80+,7683
2023,Indigenous,Female,0-4,71102
2023,Indigenous,Female,5-9,68558
2023,Indigenous,Female,10-14,65246
2023,Indigenous,Female,15-19,63436
2023,Indigenous,Female,20-24,58979
2023,Indigenous,Female,25-29,50574
2023,Indigenous,Female,30-34,44388
2023,Indigenous,Female,35-39,41857
2023,Indigenous,Female,40-44,37372
2023,Indigenous,Female,45-49,30588
2023,Indigenous,Female,50-54,26160
2023,Indigenous,Female,55-59,23052
2023,Indigenous,Female,60-64,19150
2023,Indigenous,Female,65-69,15111
2023,Indigenous,Female,70-74,11120
2023,Indigenous,Female,75-79,8119
2023,Indigenous,Female,80+,11114
2024,White,Male,0-4,2876912
2024,White,Male,5-9,2869267
2024,White,Male,10-14,2629491
2024,White,Male,15-19,2683913
2024,White,Male,20-24,2881044
2024,White,Male,25-29,2887449
2024,White,Male,30-34,2990250
2024,White,Male,35-39,3189377
2024,White,Male,40-44,3248988
2024,White,Male,45-49,2708785
2024,White,Male,50-54,2637758
2024,White,Male,55-59,2584646
2024,White,Male,60-64,2325163
2024,White,Male,65-69,1902608
2024,White,Male,70-74,1430477
2024,White,Male,75-79,926714
2024,White,Male,80+,1010249
2024,White,Female,0-4,2783595
2024,White,Female,5-9,2755120
2024,White,Female,10-14,2541065
2024,White,Female,15-19,2696202
2024,White,Female,20-24,2963719
2024,White,Female,25-29,3059225
2024,White,Female,30-34,3254421
2024,White,Female,35-39,3575796
2024,White,Female,40-44,3676705
2024,White,Female,45-49,3134058
2024,White,Female,50-54,3066002
2024,White,Female,55-59,3067482
2024,White,Female,60-64,2806063
2024,White,Female,65-69,2372912
2024,White,Female,70-74,1855235
2024,White,Female,75-79,1291230
2024,White,Female,80+,1775088
2024,Black,Male,0-4,426409
2024,Black,Male,5-9,538864
2024,Black,Male,10-14,581972
2024,Black,Male,15-19,760355
2024,Black,Male,20-24,951266
2024,Black,Male,25-29,974842
2024,Black,Male,30-34,957656
2024,Black,Male,35-39,1036930
2024,Black,Male,40-44,1056857
2024,Black,Male,45-49,877883
